0 285 283 283 281 294 311 340 345 364 355 353 392 395 416 415 414 412 395 419 372 399 393 400 425 406 423 426 423 422 427 445 450 435 425 431 420 430 445 446 468 442 469 472 472 489 470 477 469 470 458 457 440 436 432 425 420 409 411 408 414 403 389 400 397 398 398 392 392 396 379 383 375 364 379 374 386 392 405 408 417 397 416 407 405 412 416 413 397 418 424 423 465 445 466 480 468 468 479 478 444 428 416 416 413 410 393 371 374 407 410 383 396 411 369 407 416 484 589 670 780 814 824 844 821 836 820 836 795 708 619 618 624 695 795 831 830 836 839 833 827 823 790 691 622 576 588 566 624 636 698 761 804 820 833 842 807 711 594 533 488 474 453 457 469 468 536 603 642 697 772 793 820 836 842 824 839 836 825 814 784 764 691 678 717 779 839 831 831 836 829 817 811 789 706 590 613 645 741 824
542 545 548 550 551 546 550 565 599 609 607 612 636 648 714 743 783 800 829 851 850 855 844 846 854 845 848 842 830 816 799 789 772 748 728 711 667 628 598 587 590 559 568 554 544 568 562 570 566 567 565 568 566 571 576 578 571 560 568 574 583 578 567 572 568 568 567 561 561 567 564 567 562 559 568 566 576 578 580 582 592 585 604 601 605 609 606 607 599 616 622 616 629 614 627 639 636 643 649 680 722 711 681 689 656 621 560 557 553 553 553 536 499 527 507 528 497 521 526 492 470 501 495 479 471 476 410 472 470 508 517 554 532 519 515 523 567 539 503 511 515 558 544 511 509 521 561 543 564 547 557 530 557 571 550 539 537 557 570 538 554 553 554 540 516 500 533 540 540 481 499 501 504 512 510 511 507 494 498 501 517 533 511 527 530 488 479 524 510 482 496 486 488 492 499 478 535 526 533 499
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 0 0 0 0 0 0 0 0 0 0 0 0 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 0 0 0 0 0 0 0 40 40 40 40 40 40 40 0 0 0 0 0 0 0 40 40 40 40 40 40 40 40 40 40 0 0 0 0 0 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 0 0 0 0 0 0 0 0 40 40 40 40 40 40 0 0 0 0 0 0 0 40 40 40 40 40 40 0
